Group,Province State,Country Region,iso2,iso3,Subregion,Population-2020,Latitude,Longitude,Location Geom,Continent,Continent Code,Region,Country,Daily Values,Date,Values,Values per Mil
Recovered Cases,,Sudan,SD,SDN,Eastern,"43,849,260",12.8628,30.2176,POINT(30.2176 12.8628),Africa,AF,Eastern Africa,Sudan,131,1/27/2020,0,0
Tests,,Sudan,SD,SDN,Eastern,"43,849,260",12.8628,30.2176,POINT(30.2176 12.8628),Africa,AF,Eastern Africa,Sudan,0,1/27/2020,0,0
Confirmed Cases,,Sudan,SD,SDN,Eastern,"43,849,260",12.8628,30.2176,POINT(30.2176 12.8628),Africa,AF,Eastern Africa,Sudan,598,1/26/2020,0,0
Deaths,,Sudan,SD,SDN,Eastern,"43,849,260",12.8628,30.2176,POINT(30.2176 12.8628),Africa,AF,Eastern Africa,Sudan,33,1/26/2020,0,0
Recovered Cases,,Sudan,SD,SDN,Eastern,"43,849,260",12.8628,30.2176,POINT(30.2176 12.8628),Africa,AF,Eastern Africa,Sudan,131,1/26/2020,0,0
Tests,,Sudan,SD,SDN,Eastern,"43,849,260",12.8628,30.2176,POINT(30.2176 12.8628),Africa,AF,Eastern Africa,Sudan,0,1/26/2020,0,0
Confirmed Cases,,Sudan,SD,SDN,Eastern,"43,849,260",12.8628,30.2176,POINT(30.2176 12.8628),Africa,AF,Eastern Africa,Sudan,598,1/25/2020,0,0
Deaths,,Sudan,SD,SDN,Eastern,"43,849,260",12.8628,30.2176,POINT(30.2176 12.8628),Africa,AF,Eastern Africa,Sudan,33,1/25/2020,0,0
Recovered Cases,,Sudan,SD,SDN,Eastern,"43,849,260",12.8628,30.2176,POINT(30.2176 12.8628),Africa,AF,Eastern Africa,Sudan,131,1/25/2020,0,0
Tests,,Sudan,SD,SDN,Eastern,"43,849,260",12.8628,30.2176,POINT(30.2176 12.8628),Africa,AF,Eastern Africa,Sudan,0,1/25/2020,0,0
Confirmed Cases,,Sudan,SD,SDN,Eastern,"43,849,260",12.8628,30.2176,POINT(30.2176 12.8628),Africa,AF,Eastern Africa,Sudan,598,1/24/2020,0,0
Deaths,,Sudan,SD,SDN,Eastern,"43,849,260",12.8628,30.2176,POINT(30.2176 12.8628),Africa,AF,Eastern Africa,Sudan,33,1/24/2020,0,0
Recovered Cases,,Sudan,SD,SDN,Eastern,"43,849,260",12.8628,30.2176,POINT(30.2176 12.8628),Africa,AF,Eastern Africa,Sudan,131,1/24/2020,0,0
Tests,,Sudan,SD,SDN,Eastern,"43,849,260",12.8628,30.2176,POINT(30.2176 12.8628),Africa,AF,Eastern Africa,Sudan,0,1/24/2020,0,0
Confirmed Cases,,Sudan,SD,SDN,Eastern,"43,849,260",12.8628,30.2176,POINT(30.2176 12.8628),Africa,AF,Eastern Africa,Sudan,598,1/23/2020,0,0
Deaths,,Sudan,SD,SDN,Eastern,"43,849,260",12.8628,30.2176,POINT(30.2176 12.8628),Africa,AF,Eastern Africa,Sudan,33,1/23/2020,0,0
Recovered Cases,,Sudan,SD,SDN,Eastern,"43,849,260",12.8628,30.2176,POINT(30.2176 12.8628),Africa,AF,Eastern Africa,Sudan,131,1/23/2020,0,0
Tests,,Sudan,SD,SDN,Eastern,"43,849,260",12.8628,30.2176,POINT(30.2176 12.8628),Africa,AF,Eastern Africa,Sudan,0,1/23/2020,0,0
Confirmed Cases,,Sudan,SD,SDN,Eastern,"43,849,260",12.8628,30.2176,POINT(30.2176 12.8628),Africa,AF,Eastern Africa,Sudan,598,1/22/2020,0,0
Deaths,,Sudan,SD,SDN,Eastern,"43,849,260",12.8628,30.2176,POINT(30.2176 12.8628),Africa,AF,Eastern Africa,Sudan,33,1/22/2020,0,0
Recovered Cases,,Sudan,SD,SDN,Eastern,"43,849,260",12.8628,30.2176,POINT(30.2176 12.8628),Africa,AF,Eastern Africa,Sudan,131,1/22/2020,0,0
Tests,,Sudan,SD,SDN,Eastern,"43,849,260",12.8628,30.2176,POINT(30.2176 12.8628),Africa,AF,Eastern Africa,Sudan,0,1/22/2020,0,0
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/9/2020,509,8
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/9/2020,21,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,5/9/2020,167,2
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/9/2020,0,0
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/8/2020,509,8
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/8/2020,18,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,5/8/2020,167,2
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/8/2020,0,0
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/7/2020,480,8
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/7/2020,18,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,5/7/2020,167,2
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/7/2020,0,0
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/6/2020,480,8
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/6/2020,18,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,5/6/2020,167,2
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/6/2020,0,0
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/5/2020,480,8
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/5/2020,16,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,5/5/2020,167,2
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/5/2020,0,0
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/4/2020,480,8
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/4/2020,16,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,5/4/2020,167,2
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/4/2020,0,0
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/3/2020,480,8
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/3/2020,16,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,5/3/2020,167,2
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/3/2020,0,0
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/25/2020,509,8
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/25/2020,21,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,5/25/2020,183,3
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/25/2020,652,10
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/24/2020,509,8
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/24/2020,21,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,5/24/2020,167,2
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/24/2020,652,10
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/23/2020,509,8
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/23/2020,21,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,5/23/2020,167,2
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/23/2020,652,10
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/22/2020,509,8
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/22/2020,21,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,5/22/2020,167,2
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/22/2020,652,10
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/21/2020,509,8
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/21/2020,21,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,5/21/2020,167,2
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/21/2020,652,10
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/20/2020,509,8
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/20/2020,21,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,5/20/2020,167,2
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/20/2020,0,0
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/2/2020,480,8
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/2/2020,16,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,5/2/2020,167,2
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/2/2020,0,0
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/19/2020,509,8
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/19/2020,21,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,5/19/2020,167,2
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/19/2020,0,0
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/18/2020,509,8
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/18/2020,21,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,5/18/2020,167,2
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/18/2020,0,0
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/17/2020,509,8
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/17/2020,21,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,5/17/2020,167,2
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/17/2020,0,0
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/16/2020,509,8
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/16/2020,21,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,5/16/2020,167,2
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/16/2020,0,0
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/15/2020,509,8
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/15/2020,21,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,5/15/2020,167,2
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/15/2020,0,0
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/14/2020,509,8
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/14/2020,21,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,5/14/2020,183,3
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/14/2020,0,0
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/13/2020,509,8
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/13/2020,21,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,5/13/2020,167,2
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/13/2020,0,0
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/12/2020,509,8
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/12/2020,21,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,5/12/2020,167,2
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/12/2020,0,0
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/11/2020,509,8
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/11/2020,21,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,5/11/2020,167,2
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/11/2020,0,0
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/10/2020,509,8
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/10/2020,21,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,5/10/2020,167,2
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/10/2020,0,0
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/1/2020,480,8
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/1/2020,16,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,5/1/2020,167,2
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,5/1/2020,0,0
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,4/9/2020,25,0
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,4/9/2020,1,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,4/9/2020,5,0
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,4/9/2020,0,0
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,4/8/2020,24,0
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,4/8/2020,1,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,4/8/2020,5,0
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,4/8/2020,0,0
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,4/7/2020,24,0
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,4/7/2020,1,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,4/7/2020,3,0
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,4/7/2020,0,0
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,4/6/2020,24,0
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,4/6/2020,1,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,4/6/2020,3,0
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,4/6/2020,0,0
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,4/5/2020,20,0
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,4/5/2020,1,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,4/5/2020,3,0
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,4/5/2020,0,0
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,4/4/2020,20,0
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,4/4/2020,1,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,4/4/2020,3,0
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,4/4/2020,0,0
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,4/30/2020,480,8
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,4/30/2020,16,0
Recovered Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,16,4/30/2020,167,2
Tests,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,4/30/2020,0,0
Confirmed Cases,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,4/3/2020,20,0
Deaths,,Tanzania,TZ,TZA,Eastern,"59,734,218",-6.369,34.8888,POINT(34.8888 -6.369),Africa,AF,Eastern Africa,Tanzania,0,4/3/2020,1,0
